@RELATION segment

             @ATTRIBUTE numb_lines integer

             @ATTRIBUTE length integer 

             @ATTRIBUTE dist_BOS integer 

             @ATTRIBUTE init_spaces integer 

             @ATTRIBUTE init_tabs integer 

             @ATTRIBUTE prop_start_numeric real 

             @ATTRIBUTE prop_start_alpha real 

             @ATTRIBUTE proportion_strange real 

             @ATTRIBUTE first_ends_colon {TRUE, FALSE} 

             @ATTRIBUTE num_quoted integer 

             @ATTRIBUTE numbered real 

             @ATTRIBUTE email {TRUE, FALSE} 

             @ATTRIBUTE dashes real 

             @ATTRIBUTE prop_spaces real 

             @ATTRIBUTE hanging integer 

             @ATTRIBUTE prop_cap real 

             @ATTRIBUTE allcaps integer 

             @ATTRIBUTE US_city {TRUE, FALSE} 

             @ATTRIBUTE prop_punctuation real 

             @ATTRIBUTE dist_EOS integer 

             @ATTRIBUTE class {NNHEAD, QUOTED, SIG, TABLE, GRAPHIC, HEADL, ADDRESS, ITEM, PTEXT}

             @DATA
2,147,3,0,0,0,1,0.27891156462585,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.054421768707483,1,PTEXT
15,613,0,0,0,0,1,0.221859706362153,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.112561174551387,13,NNHEAD
1,51,5,22,0,0,0,0.549019607843137,FALSE,0,1,FALSE,0,0.431372549019608,0,1,0,FALSE,0.0196078431372549,12,HEADL
1,54,5,19,0,0,0,0.5,FALSE,0,1,FALSE,0,0.351851851851852,0,1,1,FALSE,0,11,HEADL
2,91,5,52,0,0,0,0.659340659340659,FALSE,0,1,FALSE,0,0.571428571428571,1,1,1,FALSE,0.010989010989011,10,HEADL
4,262,5,0,0,0,1,0.259541984732824,FALSE,0,1,FALSE,0,0,0,0.75,0,FALSE,0.0381679389312977,9,PTEXT
2,138,5,0,0,0,1,0.166666666666667,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.036231884057971,8,PTEXT
1,34,5,0,0,0,1,0.205882352941176,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0588235294117647,7,PTEXT
1,68,4,0,0,0,1,0.205882352941176,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0588235294117647,6,PTEXT
2,103,4,0,0,0,1,0.203883495145631,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.029126213592233,5,PTEXT
2,134,4,0,0,0,1,0.194029850746269,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0298507462686567,4,PTEXT
12,883,2,0,0,0,1,0.226500566251416,FALSE,0,1,TRUE,0,0,0,0.5,0,FALSE,0.0328425821064553,3,PTEXT
4,303,2,0,0,0,1,0.283828382838284,FALSE,0,1,TRUE,0,0,0,0.25,0,FALSE,0.0561056105610561,2,PTEXT
2,10,2,0,0,0,1,0.1,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.1,1,PTEXT
13,484,0,0,0,0,1,0.214876033057851,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.107438016528926,11,NNHEAD
1,52,6,27,0,0,0,0.634615384615385,FALSE,0,1,FALSE,0,0.519230769230769,0,1,0,FALSE,0.0384615384615385,10,HEADL
1,51,6,29,0,0,0,0.647058823529412,FALSE,0,1,FALSE,0,0.568627450980392,0,1,0,FALSE,0,9,HEADL
1,55,6,23,0,1,0,0.509090909090909,FALSE,0,1,FALSE,0,0.418181818181818,0,0,0,FALSE,0,8,HEADL
5,312,6,0,0,0,1,0.185897435897436,FALSE,0,1,FALSE,0,0,0,0.4,0,FALSE,0.016025641025641,7,PTEXT
6,387,6,0,0,0,1,0.232558139534884,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.0180878552971576,6,PTEXT
7,493,6,0,0,0,1,0.241379310344828,FALSE,0,1,FALSE,0,0,0,0.428571428571429,0,FALSE,0.0425963488843813,5,PTEXT
4,248,5,0,0,0,1,0.237903225806452,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0282258064516129,4,PTEXT
2,103,5,0,0,0,1,0.233009708737864,TRUE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0194174757281553,3,PTEXT
6,127,5,0,6,0,0,0.21259842519685,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.015748031496063,2,ADDRESS
7,456,3,0,0,0,1,0.287280701754386,TRUE,0,1,FALSE,0,0,0,0.714285714285714,0,FALSE,0.0504385964912281,1,PTEXT
15,608,0,0,0,0,1,0.222039473684211,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.113486842105263,6,NNHEAD
2,104,7,54,0,0,0,0.596153846153846,FALSE,0,1,FALSE,0,0.519230769230769,0,1,1,FALSE,0,5,HEADL
9,678,7,0,0,0,1,0.212389380530973,FALSE,0,1,FALSE,0,0,0,0.111111111111111,0,FALSE,0.0206489675516224,4,PTEXT
4,307,7,0,0,0,1,0.221498371335505,TRUE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0195439739413681,3,PTEXT
8,357,7,0,8,0,0,0.644257703081233,FALSE,0,0,TRUE,0,0,0,0.75,0,FALSE,0.0252100840336134,2,ADDRESS
2,120,7,0,0,0,1,0.183333333333333,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0166666666666667,1,PTEXT
15,595,0,0,0,0,1,0.21344537815126,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.119327731092437,12,NNHEAD
1,70,8,9,0,0,0,0.242857142857143,FALSE,0,1,FALSE,0,0.128571428571429,0,1,0,FALSE,0,11,HEADL
1,55,8,22,0,0,0,0.490909090909091,FALSE,0,1,FALSE,0,0.4,0,1,0,FALSE,0.0181818181818182,10,HEADL
6,414,8,0,0,0,1,0.202898550724638,TRUE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0193236714975845,9,PTEXT
15,444,8,0,0,0,1,0.132882882882883,FALSE,0,1,FALSE,0,0,0,1,10,FALSE,0.027027027027027,8,PTEXT
4,277,8,0,0,0,1,0.216606498194946,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.036101083032491,7,PTEXT
2,131,8,0,0,0,0.5,0.213740458015267,FALSE,0,0.5,FALSE,0,0,0,0,0,FALSE,0.0229007633587786,6,PTEXT
3,222,6,0,0,0,1,0.198198198198198,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0225225225225225,5,PTEXT
3,215,6,0,0,0,1,0.2,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.00465116279069767,4,PTEXT
2,118,6,0,0,0,1,0.254237288135593,TRUE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0169491525423729,3,PTEXT
6,146,4,0,6,0,0,0.267123287671233,FALSE,0,1,FALSE,0,0,0,0.666666666666667,0,TRUE,0.0684931506849315,2,ADDRESS
1,73,4,0,0,0,1,0.205479452054795,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0273972602739726,1,PTEXT
15,582,0,0,0,0,1,0.216494845360825,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.118556701030928,6,NNHEAD
1,53,9,18,0,0,0,0.528301886792453,FALSE,0,1,FALSE,0,0.339622641509434,0,1,0,FALSE,0.0188679245283019,5,HEADL
4,182,9,0,4,0,0,0.67032967032967,FALSE,0,0,FALSE,0,0,0,0.75,0,TRUE,0.0384615384615385,4,ADDRESS
17,1233,9,0,0,0,1,0.223033252230333,FALSE,0,1,FALSE,0,0,0,0.117647058823529,0,FALSE,0.0316301703163017,3,PTEXT
5,372,9,0,0,0.2,0.8,0.225806451612903,FALSE,0,1,FALSE,0,0,0,0.4,0,FALSE,0.0161290322580645,2,PTEXT
3,200,9,0,0,0,1,0.265,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.025,1,PTEXT
13,443,0,0,0,0,1,0.218961625282167,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.119638826185102,4,NNHEAD
1,48,10,35,0,0,0,0.770833333333333,FALSE,0,1,FALSE,0,0.729166666666667,0,1,1,FALSE,0,3,HEADL
20,1059,10,118,28,0,0,0.982058545797923,FALSE,0,0,FALSE,0,0.111425873465534,9,0,0,FALSE,0.115203021718602,2,GRAPHIC
7,446,10,11,0,0,0,0.668161434977579,FALSE,0,0,FALSE,0,0.0246636771300448,1,0,0,FALSE,0.354260089686099,1,GRAPHIC
13,560,0,0,0,0,1,0.230357142857143,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.135714285714286,13,NNHEAD
1,35,11,0,2,0,0,0.628571428571429,FALSE,0,0,FALSE,0,0,0,1,1,FALSE,0,12,HEADL
1,18,11,0,3,0,0,0.666666666666667,FALSE,0,0,FALSE,0,0,0,0,1,FALSE,0.0555555555555556,11,HEADL
1,24,11,0,3,0,0,0.375,FALSE,0,0,FALSE,0,0,0,1,0,FALSE,0.0416666666666667,10,HEADL
2,60,11,0,5,0,0,0.366666666666667,FALSE,0,0,FALSE,0,0,1,0,0,FALSE,0.05,9,HEADL
1,57,10,1,0,0,0,0.245614035087719,FALSE,0,1,FALSE,0,0.0175438596491228,0,1,0,FALSE,0,8,HEADL
2,57,10,0,4,0,0,0.578947368421053,FALSE,0,0,FALSE,0,0,0,1,0,FALSE,0,7,HEADL
5,303,7,0,0,0,1,0.234323432343234,FALSE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.0165016501650165,6,PTEXT
4,274,7,0,0,0,1,0.22992700729927,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0109489051094891,5,PTEXT
7,528,7,0,0,0,1,0.21780303030303,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.0265151515151515,4,PTEXT
3,208,5,0,0,0,1,0.221153846153846,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0192307692307692,3,PTEXT
6,401,5,0,0,0,1,0.199501246882793,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.027431421446384,2,PTEXT
5,279,4,23,0,0,0.2,0.566308243727599,FALSE,0,0.4,FALSE,0.2,0.0824372759856631,2,0.4,1,FALSE,0.132616487455197,1,SIG
15,602,0,0,0,0,1,0.219269102990033,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.114617940199336,6,NNHEAD
3,151,12,83,0,0,0,0.768211920529801,FALSE,0,0.666666666666667,FALSE,0,0.549668874172185,1,0.666666666666667,0,FALSE,0.172185430463576,5,HEADL
8,553,12,0,0,0,1,0.204339963833635,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0253164556962025,4,PTEXT
2,83,12,0,0,0,1,0.253012048192771,FALSE,1,1,FALSE,0,0,0,0.5,0,FALSE,0.0481927710843374,3,PTEXT
6,283,12,156,0,0,0,0.646643109540636,FALSE,1,1,FALSE,0,0.551236749116608,0,1,0,TRUE,0.03886925795053,2,ADDRESS
3,180,11,0,0,0,1,0.233333333333333,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.0555555555555556,1,PTEXT
15,610,0,0,0,0,1,0.224590163934426,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.113114754098361,10,NNHEAD
1,47,13,31,0,0,0,0.74468085106383,FALSE,0,1,FALSE,0,0.659574468085106,0,1,1,FALSE,0,9,HEADL
2,106,13,51,0,0,0,0.566037735849057,FALSE,0,1,FALSE,0,0.481132075471698,1,1,0,FALSE,0.00943396226415094,8,HEADL
7,489,13,0,0,0,1,0.241308793456033,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.0368098159509202,7,PTEXT
2,151,13,0,0,0,1,0.211920529801325,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0198675496688742,6,PTEXT
4,252,12,0,0,0.25,0.75,0.242063492063492,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0357142857142857,5,PTEXT
7,533,12,0,0,0,1,0.227016885553471,FALSE,0,1,FALSE,0,0,0,0.142857142857143,0,FALSE,0.0300187617260788,4,PTEXT
2,130,8,0,0,0,1,0.230769230769231,TRUE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0384615384615385,3,PTEXT
5,189,8,85,0,0,0,0.560846560846561,FALSE,0,1,FALSE,0,0.44973544973545,0,1,0,TRUE,0.0211640211640212,2,ADDRESS
2,132,8,0,0,0,1,0.340909090909091,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0227272727272727,1,PTEXT
15,601,0,0,0,0,1,0.224625623960067,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.114808652246256,9,NNHEAD
2,112,14,49,0,0,0,0.589285714285714,FALSE,0,0.5,FALSE,0,0.4375,1,0.5,0,FALSE,0.0625,8,HEADL
2,106,14,56,0,0,0,0.811320754716981,FALSE,0,0.5,FALSE,0,0.528301886792453,0,0.5,1,FALSE,0.235849056603774,7,HEADL
10,702,14,0,0,0,1,0.200854700854701,FALSE,0,1,FALSE,0,0,0,0.1,0,FALSE,0.0270655270655271,6,PTEXT
7,492,14,0,0,0,1,0.24390243902439,FALSE,0,1,FALSE,0,0,0,0.285714285714286,0,FALSE,0.0589430894308943,5,PTEXT
4,287,13,0,0,0.25,0.75,0.261324041811847,FALSE,0,1,FALSE,0,0,0,0.25,0,FALSE,0.0313588850174216,4,PTEXT
2,81,13,0,0,0,1,0.209876543209877,TRUE,1,1,FALSE,0,0,0,0.5,0,FALSE,0.0123456790123457,3,PTEXT
4,184,9,80,0,0,0,0.53804347826087,FALSE,0,1,FALSE,0,0.434782608695652,0,1,0,TRUE,0.00543478260869565,2,ADDRESS
2,127,9,0,0,0,1,0.220472440944882,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.031496062992126,1,PTEXT
15,554,0,0,0,0,1,0.214801444043321,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.122743682310469,8,NNHEAD
1,15,15,0,2,0,0,0.4,FALSE,0,0,FALSE,0,0,0,1,0,FALSE,0,7,HEADL
7,117,15,0,14,0,0,0.914529914529915,FALSE,0,0,FALSE,0,0,0,0,0,FALSE,0.222222222222222,6,GRAPHIC
1,32,15,16,0,0,0,0.59375,FALSE,0,1,FALSE,0,0.5,0,1,0,FALSE,0,5,HEADL
1,15,15,0,2,0,0,0.4,FALSE,0,0,FALSE,0,0,0,1,0,FALSE,0,4,HEADL
5,173,14,79,0,0,0,0.560693641618497,FALSE,0,1,FALSE,0,0.456647398843931,1,1,0,FALSE,0.00578034682080925,3,HEADL
3,49,14,0,6,0,0,0.387755102040816,FALSE,0,0.333333333333333,FALSE,0,0,0,0.666666666666667,0,FALSE,0,2,HEADL
4,115,10,75,0,0,0,0.704347826086957,FALSE,0,1,FALSE,0,0.652173913043478,1,1,0,FALSE,0.00869565217391304,1,HEADL
17,692,0,0,0,0,1,0.235549132947977,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.124277456647399,4,NNHEAD
7,472,16,0,0,0,0.142857142857143,0.336864406779661,TRUE,6,0.142857142857143,TRUE,0,0,0,0.142857142857143,0,FALSE,0.0932203389830508,3,QUOTED
4,263,16,4,0,0,0.75,0.319391634980989,FALSE,0,1,FALSE,0,0.0152091254752852,0,0.25,0,FALSE,0.0342205323193916,2,PTEXT
3,133,16,1,0,0,0.333333333333333,0.390977443609023,FALSE,0,0.666666666666667,TRUE,0.333333333333333,0.0075187969924812,1,0.666666666666667,1,FALSE,0.0977443609022556,1,SIG
14,526,0,0,0,0,1,0.230038022813688,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.133079847908745,8,NNHEAD
2,100,17,0,2,0,0,0.8,FALSE,0,0,FALSE,0,0,0,0.5,2,FALSE,0.47,7,HEADL
1,38,17,0,0,0,1,0.184210526315789,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0,6,PTEXT
7,470,17,0,7,0,0,0.706382978723404,FALSE,0,1,FALSE,0,0,0,1,1,FALSE,0.0468085106382979,5,GRAPHIC
1,33,17,0,0,0,1,0.242424242424242,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0303030303030303,4,PTEXT
2,90,15,0,0,0,1,0.244444444444444,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0111111111111111,3,PTEXT
1,87,15,0,0,0,1,0.264367816091954,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0229885057471264,2,PTEXT
2,53,11,15,0,0,0.5,0.433962264150943,FALSE,0,1,FALSE,0,0.283018867924528,1,1,0,FALSE,0,1,PTEXT
13,449,0,0,0,0,1,0.21380846325167,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.115812917594655,6,NNHEAD
4,219,18,0,0,0,1,0.269406392694064,FALSE,0,1,FALSE,0,0,0,0.75,0,FALSE,0.0319634703196347,5,PTEXT
2,35,18,0,0,0,0.5,0.285714285714286,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0857142857142857,4,PTEXT
1,74,18,0,0,0,0,1,FALSE,0,0,FALSE,1,0,0,0,1,FALSE,1,3,GRAPHIC
13,283,18,0,0,0,0.923076923076923,0.540636042402827,FALSE,0,0.923076923076923,FALSE,0.0769230769230769,0,0,0.846153846153846,1,FALSE,0.0812720848056537,2,TABLE
1,74,16,0,0,0,0,1,FALSE,0,0,FALSE,1,0,0,0,1,FALSE,1,1,GRAPHIC
16,615,0,0,0,0,1,0.221138211382114,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.113821138211382,7,NNHEAD
3,133,19,84,0,0,0,0.676691729323308,FALSE,0,1,FALSE,0,0.631578947368421,1,1,0,FALSE,0,6,HEADL
7,485,19,0,0,0,1,0.224742268041237,FALSE,0,1,FALSE,0,0,0,0.285714285714286,0,FALSE,0.0144329896907217,5,PTEXT
8,579,19,0,0,0,1,0.200345423143351,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0310880829015544,4,PTEXT
5,331,19,0,0,0,1,0.238670694864048,TRUE,0,1,FALSE,0,0,0,0.2,0,FALSE,0.0181268882175227,3,PTEXT
6,266,17,138,0,0.166666666666667,0,0.609022556390977,FALSE,0,1,FALSE,0,0.518796992481203,0,0.833333333333333,0,TRUE,0.0037593984962406,2,ADDRESS
2,124,17,0,0,0,1,0.217741935483871,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0241935483870968,1,PTEXT
12,414,0,0,0,0,1,0.231884057971014,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.108695652173913,2,NNHEAD
8,492,20,0,0,0.125,0.75,0.25,FALSE,0,1,FALSE,0,0,0,0.125,0,FALSE,0.032520325203252,1,PTEXT
12,413,0,0,0,0,1,0.213075060532688,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.104116222760291,3,NNHEAD
1,46,21,0,0,0,1,0.239130434782609,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0217391304347826,2,PTEXT
92,4971,21,17,0,0.978260869565217,0.0108695652173913,0.456849728424864,FALSE,0,0.989130434782609,FALSE,0.0108695652173913,0.00341983504325086,1,0.0108695652173913,90,FALSE,0.11868839267753,1,TABLE
12,402,0,0,0,0,1,0.221393034825871,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.106965174129353,2,NNHEAD
2,133,22,0,0,0,1,0.285714285714286,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0451127819548872,1,PTEXT
12,422,0,0,0,0,1,0.229857819905213,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.109004739336493,2,NNHEAD
7,413,23,0,0,0,1,0.326876513317191,FALSE,0,1,FALSE,0,0,0,0.428571428571429,0,FALSE,0.0387409200968523,1,PTEXT
12,387,0,0,0,0,1,0.222222222222222,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.113695090439276,2,NNHEAD
1,73,24,0,0,0,1,0.232876712328767,FALSE,0,1,FALSE,0,0,0,1,0,FALSE,0.0273972602739726,1,PTEXT
12,409,0,0,0,0,1,0.21760391198044,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.110024449877751,2,NNHEAD
135,6072,25,0,0,0.992592592592593,0.00740740740740741,0.495718050065876,FALSE,0,1,FALSE,0,0,0,0,134,FALSE,0.11034255599473,1,TABLE
12,407,0,0,0,0,1,0.221130221130221,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.105651105651106,2,NNHEAD
3,162,26,0,0,0,1,0.240740740740741,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0246913580246914,1,PTEXT
12,400,0,0,0,0,1,0.2175,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.1075,2,NNHEAD
3,185,27,0,0,0,1,0.259459459459459,FALSE,0,1,FALSE,0,0,0,0.333333333333333,0,FALSE,0.0216216216216216,1,PTEXT
12,412,0,0,0,0,1,0.218446601941748,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.104368932038835,2,NNHEAD
2,126,28,0,0,0.5,0.5,0.380952380952381,FALSE,0,1,FALSE,0,0,0,0.5,0,FALSE,0.0873015873015873,1,PTEXT
12,426,0,0,0,0,1,0.230046948356808,FALSE,0,1,TRUE,0,0,0,1,0,FALSE,0.10093896713615,2,NNHEAD
6,377,29,0,0,0,1,0.275862068965517,FALSE,0,1,FALSE,0,0,0,0.166666666666667,0,FALSE,0.026525198938992,1,PTEXT
